ORBCOMM FM-4,ORBCOMM Inc.,Commercial,Communications,LEO,Polar,768,838,4.88E-03,108,45,1998,5,Vandenberg AFB,Taurus
ORBCOMM FM-103,ORBCOMM Inc.,Commercial,Communications,LEO,Non-Polar Inclined,620,741,8.58E-03,47,172,2014,5,Cape Canaveral,Falcon 9
ORBCOMM FM-107,ORBCOMM Inc.,Commercial,Communications,LEO,Non-Polar Inclined,620,739,8.44E-03,47,172,2014,5,Cape Canaveral,Falcon 9
ORBCOMM FM-108,ORBCOMM Inc.,Commercial,Communications,LEO,Non-Polar Inclined,614,657,3.07E-03,47,172,2015,5,Cape Canaveral,Falcon 9
ORBCOMM FM-109,ORBCOMM Inc.,Commercial,Communications,LEO,Non-Polar Inclined,620,739,8.44E-03,47,172,2014,5,Cape Canaveral,Falcon 9
ORBCOMM FM-110,ORBCOMM Inc.,Commercial,Communications,LEO,Non-Polar Inclined,615,658,3.07E-03,47,172,2015,5,Cape Canaveral,Falcon 9
ORBCOMM FM-112,ORBCOMM Inc.,Commercial,Communications,LEO,Non-Polar Inclined,614,657,3.07E-03,47,172,2015,5,Cape Canaveral,Falcon 9
ORBCOMM FM-113,ORBCOMM Inc.,Commercial,Communications,LEO,Non-Polar Inclined,614,656,3.00E-03,47,172,2015,5,Cape Canaveral,Falcon 9
ORBCOMM FM-114,ORBCOMM Inc.,Commercial,Communications,LEO,Non-Polar Inclined,614,658,3.14E-03,47,172,2015,5,Cape Canaveral,Falcon 9
ORBCOMM FM-115,ORBCOMM Inc.,Commercial,Communications,LEO,Non-Polar Inclined,613,655,3.00E-03,47,172,2015,5,Cape Canaveral,Falcon 9
ORBCOMM FM-116,ORBCOMM Inc.,Commercial,Communications,LEO,Non-Polar Inclined,614,654,2.86E-03,47,172,2015,5,Cape Canaveral,Falcon 9
ORBCOMM FM-117,ORBCOMM Inc.,Commercial,Communications,LEO,Non-Polar Inclined,614,656,3.00E-03,47,172,2015,5,Cape Canaveral,Falcon 9
ORBCOMM FM-118,ORBCOMM Inc.,Commercial,Communications,LEO,Non-Polar Inclined,615,658,3.07E-03,47,172,2015,5,Cape Canaveral,Falcon 9
OTB-1,General Atomics - Electromagnetic Systems Group,Commercial,Technology Development,LEO,Sun-Synchronous,706,723,1.20E-03,24,138,2019,25,Cape Canaveral,Falcon Heavy
Cosmos 2407,Ministry of Defense,Military,Communications,LEO,Polar,949,1008,4.01E-03,83,825,2004,3,Plesetsk Cosmodrome,Kosmos 3M
Cosmos 2414,Ministry of Defense,Military,Communications,LEO,Polar,907,968,4.17E-03,83,825,2005,3,Plesetsk Cosmodrome,Kosmos 3M
Cosmos 2463,Ministry of Defense,Military,Communications,LEO,Polar,968,1022,3.67E-03,83,820,2010,3,Plesetsk Cosmodrome,Kosmos 3M
PEASSS,Netherlands Organization for Applied Scientific Research (NTO) consortium,Government,Technology Development,LEO,Sun-Synchronous,494,504,7.28E-04,97.5,10,2017,1,Satish Dhawan Space Centre,PSLV XL
Cosmos 2486,Ministry of Defense,Military,Earth Observation,LEO,Sun-Synchronous,714,733,1.34E-03,98.3,7000,2013,5,Plesetsk Cosmodrome,Soyuz 2.1b
Cosmos 2506,Ministry of Defense,Military,Earth Observation,LEO,Sun-Synchronous,706,725,1.34E-03,98.5,7000,2015,5,Plesetsk Cosmodrome,Soyuz 2.1b
PeruSat-1,Peruvian SpaceAgency,Government,Earth Observation,LEO,Sun-Synchronous,704,705,7.07E-05,98.2,430,2016,10,Guiana Space Center,Vega
Pléiades HR1A ,"Ministry of Defense/Centre National d'Etudes Spatiales (CNES) - cooperation with Austria, Belgium, Spain, Sweden",Government,Earth Observation,LEO,Sun-Synchronous,697,699,1.41E-04,98.2,1000,2011,5,Guiana Space Center,Soyuz 2/Fregat
Pléiades HR1B ,"Ministry of Defense/Centre National d'Etudes Spatiales (CNES) - cooperation with Austria, Belgium, Spain, Sweden",Government,Earth Observation,LEO,Sun-Synchronous,678,691,9.21E-04,98.5,970,2012,5,Guiana Space Center,Soyuz STA/Fregat
PRISMA,Italian Space Agency,Government,Earth Observation,LEO,Sun-Synchronous,623,625,1.43E-04,97.9,550,2019,5,Guiana Space Center,Vega
Proba 5,European Space Agency (ESA),Government,Earth Observation,LEO,Sun-Synchronous,813,820,4.87E-04,98.73,140,2013,2.5,Guiana Space Center,Vega
Prometheus 2.1,Los Alamos National Laboratory,Military,Technology Development,LEO,Sun-Synchronous,574,586,8.63E-04,97.99,1,2016,4,Vandenberg AFB,Atlas 5
Prometheus 2.3,Los Alamos National Laboratory,Military,Technology Development,LEO,Equatorial,388,601,1.55E-02,24.5,1,2017,2,Cape Canaveral,Minotaur 4
Prometheus 2.6,Los Alamos National Laboratory,Military,Technology Development,LEO,Elliptical,300,847,3.94E-02,28.5,1,2019,2,Cape Canaveral,Falcon Heavy
Prox-1,Georgia Institute of Technology,Civil,Technology Development,LEO,Sun-Synchronous,705,725,1.41E-03,24,70,2019,0.25,Cape Canaveral,Falcon Heavy
PWSat-2,Warsaw University of Technology,Civil,Technology Development,LEO,Sun-Synchronous,572,591,1.37E-03,97.7,3,2018,0.5,Vandenberg AFB,Falcon 9
Raavana-1,Kyushu Institute of Technology (KIT),Civil,Earth Observation,LEO,Non-Polar Inclined,405,415,7.37E-04,51.6,1,2019,1.5,International Space Station,J-SSOD Deployer
Radarsat-2,MDA Corporation,Commercial,Earth Observation,LEO,Sun-Synchronous,791,793,1.40E-04,98.6,2924,2007,7,Baikonur Cosmodrome,Soyuz
RAVAN,Applied Physics Laboratory/NASA,Government,Technology Development,LEO,Sun-Synchronous,570,583,9.36E-04,97.96,5,2016,0.5,Vandenberg AFB,Atlas 5
RCM-1,Canadian Space Agency,Government,Earth Observation,LEO,Sun-Synchronous,584,604,1.44E-03,97.7,1430,2019,7,Vandenberg AFB,Falcon 9
RCM-2,Canadian Space Agency,Government,Earth Observation,LEO,Sun-Synchronous,584,603,1.36E-03,97.7,1430,2019,7,Vandenberg AFB,Falcon 9
RCM-3,Canadian Space Agency,Government,Earth Observation,LEO,Sun-Synchronous,584,603,1.36E-03,97.7,1430,2019,7,Vandenberg AFB,Falcon 9
Resourcesat 2,Indian Space Research Organization (ISRO)/exactEarth,Government,Earth Observation,LEO,Sun-Synchronous,817,823,4.17E-04,98.7,1206,2011,5,Satish Dhawan Space Centre,PSLV C16
Resourcesat-2A,Indian Space Research Organization (ISRO),Government,Earth Observation,LEO,Sun-Synchronous,814,831,1.18E-03,98.7,1235,2016,5,Satish Dhawan Space Centre,PSLV
RISat-2BR1,Ministry of Defense,Military,Earth Observation,LEO,Non-Polar Inclined,563,573,7.21E-04,36.9,628,2019,5,Satish Dhawan Space Centre,PSLV
Cosmos 2437,Ministry of Defense,Military,Communications,LEO,Polar,1480,1511,1.97E-03,82.5,280,2008,5,Plesetsk Cosmodrome,Rokot
Cosmos 2438,Ministry of Defense,Military,Communications,LEO,Polar,1477,1509,2.03E-03,82.5,280,2008,5,Plesetsk Cosmodrome,Rokot
Cosmos 2439,Ministry of Defense,Military,Communications,LEO,Polar,1478,1510,2.03E-03,82.5,280,2008,5,Plesetsk Cosmodrome,Rokot
Cosmos 2451,Ministry of Defense,Military,Communications,LEO,Polar,1498,1509,6.99E-04,82.5,280,2009,5,Plesetsk Cosmodrome,Rokot
Cosmos 2453,Ministry of Defense,Military,Communications,LEO,Polar,1495,1506,6.99E-04,82.5,280,2009,5,Plesetsk Cosmodrome,Rokot
Cosmos 2467,Ministry of Defense,Military,Communications,LEO,Polar,1493,1496,1.91E-04,82.5,225,2010,3,Plesetsk Cosmodrome,Rokot
Cosmos 2468,Ministry of Defense,Military,Communications,LEO,Polar,1484,1505,1.34E-03,82.5,225,2010,3,Plesetsk Cosmodrome,Rokot
Cosmos 2481,Ministry of Defense,Military,Communications,LEO,Polar,1481,1512,1.97E-03,82.5,280,2012,5,Plesetsk Cosmodrome,Rokot
Cosmos 2482,Ministry of Defense,Military,Communications,LEO,Polar,1473,1516,2.73E-03,82.5,250,2013,5,Plesetsk Cosmodrome,Rokot
Cosmos 2483,Ministry of Defense,Military,Communications,LEO,Polar,1473,1516,2.73E-03,82.5,250,2013,5,Plesetsk Cosmodrome,Rokot
Cosmos 2484,Ministry of Defense,Military,Communications,LEO,Polar,1475,1514,2.48E-03,82.5,250,2013,5,Plesetsk Cosmodrome,Rokot
Cosmos 2488,Ministry of Defense,Military,Communications,LEO,Polar,1478,1509,1.97E-03,82.5,280,2013,5,Plesetsk Cosmodrome,Rokot
Cosmos 2489,Ministry of Defense,Military,Communications,LEO,Polar,1477,1507,1.91E-03,82.5,280,2013,5,Plesetsk Cosmodrome,Rokot
Cosmos 2490,Ministry of Defense,Military,Communications,LEO,Polar,1482,1511,1.84E-03,82.5,280,2013,5,Plesetsk Cosmodrome,Rokot
Cosmos 2496,Ministry of Defense,Military,Communications,LEO,Polar,1480,1511,1.97E-03,82.44,280,2014,5,Plesetsk Cosmodrome,Rokot
Cosmos 2497,Ministry of Defense,Military,Communications,LEO,Polar,1478,1510,2.03E-03,82.45,280,2014,5,Plesetsk Cosmodrome,Rokot
Cosmos 2498,Ministry of Defense,Military,Communications,LEO,Polar,1477,1509,2.03E-03,82.44,280,2014,5,Plesetsk Cosmodrome,Rokot
Cosmos 2507,Ministry of Defense,Military,Communications,LEO,Polar,1497,1506,5.72E-04,82.5,280,2015,5,Plesetsk Cosmodrome,Rokot
Cosmos 2508,Ministry of Defense,Military,Communications,LEO,Polar,1496,1504,5.08E-04,82.49,280,2015,5,Plesetsk Cosmodrome,Rokot
Cosmos 2509,Ministry of Defense,Military,Communications,LEO,Polar,1498,1508,6.35E-04,82.49,280,2015,5,Plesetsk Cosmodrome,Rokot
Cosmos 2530,Ministry of Defense,Military,Communications,LEO,Polar,1485,1508,1.46E-03,82.5,280,2018,5,Plesetsk Cosmodrome,Rokot
Cosmos 2531,Ministry of Defense,Military,Communications,LEO,Polar,1485,1508,1.46E-03,82.5,280,2018,5,Plesetsk Cosmodrome,Rokot
Cosmos 2532,Ministry of Defense,Military,Communications,LEO,Polar,1485,1508,1.46E-03,82.5,280,2018,5,Plesetsk Cosmodrome,Rokot
Rumba,European Space Agency (ESA) (and 250 international scientific investigators),Government,Space Science,Elliptical,Deep Highly Eccentric,17240,120715,6.87E-01,90.8,1200,2000,4,Baikonur Cosmodrome,Soyuz
Salsa,European Space Agency (ESA) (and 250 international scientific investigators),Government,Space Science,Elliptical,Deep Highly Eccentric,21998,110256,6.09E-01,90.7,1200,2000,4,Baikonur Cosmodrome,Soyuz
Samba,European Space Agency (ESA) (and 250 international scientific investigators),Government,Space Science,Elliptical,Deep Highly Eccentric,22017,110791,6.10E-01,132.98,1200,2000,4,Baikonur Cosmodrome,Soyuz
SAOCOM-1A,National Space Activities Commission (CONAE),Government,Earth Observation,LEO,Sun-Synchronous,626,633,5.00E-04,98,1650,2018,5,Vandenberg AFB,Falcon 9
Sapphire,Department of National Defense,Military,Space Observation,LEO,Non-Polar Inclined,772,787,1.05E-03,132.98,148,2013,5,Satish Dhawan Space Centre,PSLV
SARAL,Indian Space Research Organization (ISRO)/Centre National d'Etudes Spatiales (CNES),Government,Earth Observation,LEO,Sun-Synchronous,782,785,2.10E-04,98.5,407,2013,5,Satish Dhawan Space Centre,PSLV
SAR-Lupe 1,Armed Forces,Military,Earth Observation,LEO,Non-Polar Inclined,468,505,2.70E-03,98.2,770,2006,10,Plesetsk Cosmodrome,Kosmos 3M
SAR-Lupe 2,Armed Forces,Military,Earth Observation,LEO,Non-Polar Inclined,470,503,2.41E-03,98.19,770,2007,10,Plesetsk Cosmodrome,Kosmos 3M
SAR-Lupe 3,Armed Forces,Military,Earth Observation,LEO,Non-Polar Inclined,473,496,1.68E-03,98.17,770,2007,10,Plesetsk Cosmodrome,Kosmos 3M
SAR-Lupe 4,Armed Forces,Military,Earth Observation,LEO,Non-Polar Inclined,448,486,2.78E-03,98.16,770,2008,10,Plesetsk Cosmodrome,Kosmos 3M
SAR-Lupe 5,Armed Forces,Military,Earth Observation,LEO,Non-Polar Inclined,474,502,2.04E-03,98.16,770,2008,10,Plesetsk Cosmodrome,Kosmos 3M
ScatSat-1,Indian Space Research Organization (ISRO),Government,Earth Observation,LEO,Sun-Synchronous,717,731,9.87E-04,98.1,371,2016,5,Satish Dhawan Space Centre,PSLV
SCD-1,Instituto Nacional de Pesquisas Espaciais (INPE),Government,Earth Observation,LEO,Non-Polar Inclined,716,776,4.22E-03,25,110,1993,3,Cape Canaveral,Pegasus
SCD-2,Instituto Nacional de Pesquisas Espaciais (INPE),Government,Earth Observation,LEO,Non-Polar Inclined,735,760,1.76E-03,25,110,1998,3,Cape Canaveral,Pegasus
Sentinel 3B,EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),Government,Earth Observation,LEO,Sun-Synchronous,802,815,9.05E-04,98.6,2300,2018,7,Plesetsk Cosmodrome,Rokot
Sentinel 1A,EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),Government,Earth Observation,LEO,Sun-Synchronous,691,693,1.42E-04,98.16,2300,2014,7,Guiana Space Center,Soyuz
Sentinel 1B,EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),Government,Earth Observation,LEO,Sun-Synchronous,695,697,1.42E-04,98.1,2300,2016,7,Guiana Space Center,Soyuz 2.1a
Sentinel 2A,EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),Government,Earth Observation,LEO,Sun-Synchronous,787,788,6.99E-05,98.5,1130,2015,7,Guiana Space Center,Vega
Sentinel 2B,EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),Government,Earth Observation,LEO,Sun-Synchronous,777,779,1.40E-04,98.5,1130,2017,7,Guiana Space Center,Vega
Sentinel 3A,EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),Government,Earth Observation,LEO,Sun-Synchronous,802,804,1.39E-04,98.6,2300,2016,7,Plesetsk Cosmodrome,Rokot
Sentinel 5P,EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),Government,Earth Observation,LEO,Sun-Synchronous,816,819,2.09E-04,98.7,820,2017,7,Plesetsk Cosmodrome,Rokot
Sinah-1,Iranian Research Organization for Science and Technology (IROST),Government,Communications,LEO,Sun-Synchronous,681,703,1.56E-03,97.9,170,2005,3,Plesetsk Cosmodrome,Kosmos 3M
Sirius-1 (SD Radio 1),Sirius XM Holdings,Commercial,Communications,Elliptical,Molniya,23783,47100,2.79E-01,63.3,3727,2000,15,Baikonur Cosmodrome,Proton K
Sirius 2 (SD Radio 2),Sirius XM Holdings,Commercial,Communications,Elliptical,Molniya,12849,47048,4.71E-01,63.3,3792,2000,15,Baikonur Cosmodrome,Proton K
Sirius 3 (SD Radio 3),Sirius XM Holdings,Commercial,Communications,Elliptical,Molniya,6179,47086,6.20E-01,63.4,3727,2000,15,Baikonur Cosmodrome,Proton K
SMOS,Centre National d'Etudes Spatiales (CNES)/European Space Agency (ESA),Government,Earth Observation,LEO,Sun-Synchronous,759,760,7.01E-05,98.4,658,2009,3,Plesetsk Cosmodrome,Breeze KM
Spektr-R/RadioAstron,Astro Space Center of Moscow/Russian Academy of Sciences,Government,Space Science,Elliptical,Cislunar,1000,330000,9.57E-01,51.46,3660,2011,5,Baikonur Cosmodrome,Zenit 3SLBF/Fregat SB
Spot 6,Spot Image,Commercial,Earth Observation,LEO,Sun-Synchronous,696,699,2.12E-04,98.2,720,2012,10,Satish Dhawan Space Centre,PSLV
Spot 7,Spot Image,Commercial,Earth Observation,LEO,Sun-Synchronous,643,660,1.21E-03,98.2,714,2014,10,Satish Dhawan Space Centre,PSLV-CA
SRMSat,SRM University,Civil,Technology Development,LEO,Non-Polar Inclined,850,868,1.24E-03,20,11,2011,1,Satish Dhawan Space Centre,PSLV
StarLink Demo 1,SpaceX,Commercial,Communications,LEO,Sun-Synchronous,500,516,1.16E-03,97.4,20,2018,2,Vandenberg AFB,Falcon 9
STPSat-4,USAF Space Test Program,Military,Technology Development,LEO,Non-Polar Inclined,415,422,5.16E-04,51.6,10,2020,1,International Space Station,Manual Deployment
Cosmos 2385,Ministry of Defense,Military,Communications,LEO,Polar,1417,1425,5.13E-04,82.5,225,2001,3,Plesetsk Cosmodrome,Tsyklon 3
Cosmos 2386,Ministry of Defense,Military,Communications,LEO,Polar,1415,1419,2.57E-04,82.5,225,2001,3,Plesetsk Cosmodrome,Tsyklon 3
Cosmos 2390,Ministry of Defense,Military,Communications,LEO,Equatorial,1468,1506,2.42E-03,8.5,225,2002,3,Plesetsk Cosmodrome,Kosmos 3M
Cosmos 2391,Ministry of Defense,Military,Communications,LEO,Polar,1466,1506,2.55E-03,82.5,225,2002,3,Plesetsk Cosmodrome,Kosmos 3M
Cosmos 2400,Ministry of Defense,Military,Communications,LEO,Polar,1467,1503,2.29E-03,82.5,225,2003,3,Plesetsk Cosmodrome,Kosmos 3M
Cosmos 2401,Ministry of Defense,Military,Communications,LEO,Polar,1465,1502,2.36E-03,82.5,225,2003,3,Plesetsk Cosmodrome,Kosmos 3M
Cosmos 2408,Ministry of Defense,Military,Communications,LEO,Polar,1471,1495,1.53E-03,82.5,225,2004,3,Plesetsk Cosmodrome,Kosmos 3M
Cosmos 2409,Ministry of Defense,Military,Communications,LEO,Polar,1474,1495,1.34E-03,82.5,225,2004,3,Plesetsk Cosmodrome,Kosmos 3M
STSat-2C,Korea Aerospace Research Institute (KARI),Government,Technology Development,LEO,Polar,298,1482,8.15E-02,80.28,93,2013,2,Naro Space Center,Naro-1
USA 208,Missile Defense Agency (MDA),Military,Technology Development,LEO,Non-Polar Inclined,1347,1352,3.24E-04,58,2240,2009,4,Cape Canaveral,Delta 2
USA 209,Missile Defense Agency (MDA),Military,Technology Development,LEO,Non-Polar Inclined,1339,1351,7.78E-04,58,2240,2009,4,Cape Canaveral,Delta 2
Superview 1-01,Beijing Space View Technology,Commercial,Earth Observation,LEO,Sun-Synchronous,352,525,1.27E-02,97.6,560,2016,8,Taiyuan Launch Center,Long March 2D
Superview 1-02,Beijing Space View Technology,Commercial,Earth Observation,LEO,Sun-Synchronous,343,548,1.50E-02,97.6,560,2016,8,Taiyuan Launch Center,Long March 2D
Superview 1-03,Beijing Space View Technology,Commercial,Earth Observation,LEO,Sun-Synchronous,517,535,1.31E-03,97.5,560,2018,8,Taiyuan Launch Center,Long March 2D
Superview 1-04,Beijing Space View Technology,Commercial,Earth Observation,LEO,Sun-Synchronous,515,534,1.38E-03,97.5,560,2018,8,Taiyuan Launch Center,Long March 2D
SWARM-A,European Space Agency (ESA),Government,Earth Observation,LEO,Polar,473,476,2.19E-04,87.3,468,2013,4,Plesetsk Cosmodrome,Rokot
SWARM-B,European Space Agency (ESA),Government,Earth Observation,LEO,Polar,473,476,2.19E-04,87.3,468,2013,4,Plesetsk Cosmodrome,Rokot
SWARM-C,European Space Agency (ESA),Government,Earth Observation,LEO,Polar,486,496,7.29E-04,87.5,468,2013,4,Plesetsk Cosmodrome,Rokot
SwissCube,Ecole Polytechnique Fédérale de Lausanne (EPFL),Civil,Technology Development,LEO,Sun-Synchronous,710,720,7.06E-04,98.3,1,2009,1,Satish Dhawan Space Centre,PSLV
TanDEM-X,German Aerospace Center (DLR)/Astrium,Government,Earth Observation,LEO,Sun-Synchronous,507,510,2.18E-04,97.4,1350,2010,5,Baikonur Cosmodrome,Dnepr
Tango,European Space Agency (ESA) (and 250 international scientific investigators),Government,Space Science,Elliptical,Deep Highly Eccentric,17313,120961,6.86E-01,90.7,1200,2000,4,Baikonur Cosmodrome,Soyuz
TeLEOS 1,AgilSpace,Commercial,Earth Observation,LEO,Equatorial,535,550,1.08E-03,15,400,2015,5,Satish Dhawan Space Centre,PSLV C29
TEMPEST-D,Colorado State University,Civil,Space Science,LEO,Non-Polar Inclined,399,407,5.91E-04,51.63,10,2018,1,International Space Station,Nanorack Deployer
TET-1,German Aerospace Center (DLR),Commercial,Technology Development,LEO,Sun-Synchronous,501,505,2.91E-04,97.5,120,2012,1,Baikonur Cosmodrome,Soyuz-Fregat
Uguisu,Kyushu Institute of Technology (KIT),Civil,Earth Observation,LEO,Non-Polar Inclined,405,415,7.37E-04,51.6,1,2019,1.5,International Space Station,J-SSOD Deployer
UiTMSAT-1,Universiti Teknologi Mara (UiTM),Civil,Earth Observation,LEO,Non-Polar Inclined,398,408,7.38E-04,51.6,1,2018,2,International Space Station,J-SSOD Deployer
UK-DMC-2,UK/DMC International Imaging (DMCII),Government,Earth Observation,LEO,Sun-Synchronous,660,662,1.42E-04,98,97,2009,5,Baikonur Cosmodrome,Dnepr
Venµs,Centre National d'Etudes Spatiales (CNES)/Israel Space Agency,Government,Earth Observation,LEO,Sun-Synchronous,719,724,3.53E-04,98.3,264,2017,4.5,Guiana Space Center,Vega
VNREDSat 1A,Space Technology Institute-Vietnam Academy of Science and Technology (STI-VAST),Government,Earth Observation,LEO,Sun-Synchronous,682,685,2.13E-04,98.13,115,2013,5,Guiana Space Center,Vega
Worldview 1,Maxar Technologies Inc.,Commercial,Earth Observation,LEO,Sun-Synchronous,491,494,2.19E-04,97.3,4500,2007,7.25,Vandenberg AFB,Delta 2
Worldview 3,Maxar Technologies Inc.,Commercial,Earth Observation,LEO,Sun-Synchronous,612,614,1.43E-04,97.99,2800,2014,12,Vandenberg AFB,Atlas 5
XMM Newton,European Space Operations Centre (ESOC),Government,Space Science,Elliptical,Deep Highly Eccentric,7079,114027,7.99E-01,38.4,3764,1999,10,Guiana Space Center,Ariane 5
X-Sat,Centre for Research in Satellite Technology (CREST),Government,Earth Observation,LEO,Sun-Synchronous,801,823,1.53E-03,98.7,91,2011,3,Satish Dhawan Space Centre,PSLV C16
Youthsat,Indian Space Research Organization (ISRO),Government,Space Science,LEO,Sun-Synchronous,802,824,1.53E-03,98.7,92,2011,2,Satish Dhawan Space Centre,PSLV C16
Ziyuan 1-2D,China Centre for Resources Satellite Data and Application (CRESDA),Government,Earth Observation,LEO,Sun-Synchronous,748,758,7.02E-04,98.5,2650,2019,5,Taiyuan Launch Center,Long March 4B
Ziyuan 3,China Centre for Resources Satellite Data and Application (CRESDA),Government,Earth Observation,LEO,Sun-Synchronous,500,504,2.91E-04,97.5,2650,2012,4,Taiyuan Launch Center,Long March 4B
Ziyuan 3-2,China Centre for Resources Satellite Data and Application (CRESDA),Government,Earth Observation,LEO,Sun-Synchronous,487,500,9.47E-04,97.5,2630,2016,4,Taiyuan Launch Center,Long March 4B
